company_name,schedule_type,work_from_home,search_location,salary_rate,locations,min_yearly,max_yearly,state
EDWARD JONES,Full-time,False,United States,a year,"Bates City, MO",76798.0,130764.0,MO
Liberty Mutual Insurance,Full-time,False,United States,a year,Unknown,99201.0,112000.0,Unknown
Ortho Clinical Diagnostics,Full-time,False,United States,a year,Unknown,80000.0,143000.0,Unknown
EDWARD JONES,Full-time,False,United States,a year,"Warrensburg, MO",76798.0,130764.0,MO
CareCentrix,Full-time,False,United States,a year,Unknown,45000.0,65000.0,Unknown
Harnham,Full-time,False,United States,an hour,Unknown,93600.0,135200.0,Unknown
Harnham,Full-time,False,United States,an hour,Unknown,124800.0,145600.0,Unknown
EDWARD JONES,Full-time,False,United States,a year,Missouri,76798.0,130764.0,MO
EDWARD JONES,Full-time,False,United States,a year,"Fayette, MO",76798.0,130764.0,MO
Rainsoftglobal software solutions,Full-time,False,United States,an hour,Unknown,114400.0,124800.0,Unknown
National Computing Group,Contractor,False,United States,an hour,Unknown,72800.0,91520.0,Unknown
Village Care,Full-time,False,United States,a year,Unknown,77506.0,87195.0,Unknown
EDWARD JONES,Full-time,False,United States,a year,"Hartsburg, MO",76798.0,130764.0,MO
EDWARD JONES,Full-time,False,United States,a year,"New Bloomfield, MO",76798.0,130764.0,MO
EDWARD JONES,Full-time,False,United States,a year,Missouri,76798.0,130764.0,MO
Blue Federal Credit Union,Full-time,False,United States,a year,Kansas,47446.0,71169.0,KS
Blue Federal Credit Union,Full-time,False,United States,a year,Kansas,47446.0,71169.0,KS
Wilbert Funeral Services,Full-time,False,United States,a year,"Overland Park, KS",90000.0,110000.0,KS
Wilbert Funeral Services,Full-time,False,United States,a year,"Overland Park, KS",90000.0,110000.0,KS
Jobot,Full-time,False,United States,a year,"Tulsa, OK",70000.0,100000.0,OK
Select Source International,Contractor,False,United States,an hour,"Alameda, CA",83200.0,99840.0,CA
"TechConnect, LLC",Full-time,True,United States,a year,Remote,80000.0,100000.0,Remote
"TechConnect, LLC",Full-time,True,United States,a year,Remote,80000.0,100000.0,Remote
Wilbert Funeral Services,Full-time,False,United States,a year,"Overland Park, KS",90000.0,110000.0,KS
Braintrust,Part-time,True,United States,an hour,Remote,62400.0,104000.0,Remote
Aditi Consulting,Full-time,False,United States,an hour,"  Bentonville, AR   ",72800.0,76960.0,AR
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Valley Center, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"McConnell AFB, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Springdale, AR   ",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"  Tulsa, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Jones, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Midwest City, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Goddard, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Tulsa, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Jones, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Goddard, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Oklahoma City, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Clearwater, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Maize, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Moore, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Bentley, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Derby, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Warr Acres, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Bethany, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,Unknown,77000.0,116000.0,Unknown
Cox Communications,Full-time,False,United States,a year,"  Rose Hill, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Mustang, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Tuttle, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  McConnell AFB, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Nicoma Park, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Valley Brook, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Maize, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Andover, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Valley Center, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Tuttle, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Piedmont, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Warr Acres, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Moore, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Valley Center, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Maize, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Maize, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Choctaw, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Derby, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Moore, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Moore, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Yukon, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Choctaw, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Oklahoma City, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Arcadia, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Bethany, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Valley Brook, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Maize, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Oklahoma City, OK   ",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Valley Center, KS   ",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",87400.0,146000.0,KS
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",87400.0,146000.0,OK
Cox Communications,Full-time,False,United States,a year,"Tuttle, OK",87400.0,146000.0,OK
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",87400.0,146000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",87400.0,146000.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",87400.0,146000.0,KS
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",92400.0,139000.0,OK
Cox Communications,Full-time,False,United States,a year,"Oklahoma City, OK",92400.0,139000.0,OK
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",63600.0,95400.0,OK
Cox Communications,Full-time,False,United States,a year,"  Moore, OK   ",63600.0,95400.0,OK
Cox Communications,Full-time,False,United States,a year,"  Andover, KS   ",63600.0,95400.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Kechi, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Arcadia, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"McConnell AFB, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Rose Hill, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Choctaw, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"The Village, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,Unknown,77000.0,116000.0,Unknown
Cox Communications,Full-time,False,United States,a year,Unknown,77000.0,116000.0,Unknown
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"McConnell AFB, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Rose Hill, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"The Village, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Bentley, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Topeka, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Derby, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Kechi, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Spencer, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bel Aire, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Rose Hill, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Valley Center, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Del City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Nicoma Park, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Valley Brook, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Moore, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Park City, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,Unknown,77000.0,116000.0,Unknown
Cox Communications,Full-time,False,United States,a year,"Oklahoma City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Valley Center, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Park City, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Spencer, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bel Aire, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Topeka, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Park City, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Derby, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Tuttle, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Nicoma Park, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Nicoma Park, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Park City, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Topeka, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Topeka, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Derby, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"McConnell AFB, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Valley Center, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Wichita, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Oklahoma City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Arcadia, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Oklahoma City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bentley, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Derby, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Kechi, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Spencer, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bel Aire, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Clearwater, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Rose Hill, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Piedmont, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Del City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Choctaw, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Valley Center, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Nicoma Park, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Valley Brook, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"The Village, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"McConnell AFB, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Moore, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Park City, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,Unknown,77000.0,116000.0,Unknown
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Bel Aire, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Clearwater, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,Unknown,77000.0,116000.0,Unknown
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Edmond, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bentley, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Nicoma Park, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Moore, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Park City, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Tuttle, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Spencer, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Moore, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Topeka, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Midwest City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Spencer, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Rose Hill, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Del City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Valley Brook, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bentley, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Arcadia, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Derby, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Kechi, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Oklahoma City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Benton, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Piedmont, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Nicoma Park, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Valley Brook, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Moore, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Oklahoma City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Yukon, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Del City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Tulsa, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Mulvane, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Del City, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Derby, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Maize, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Bel Aire, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Clearwater, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Andover, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Rose Hill, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Jones, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Goddard, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"McConnell AFB, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Clearwater, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Haysville, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Kechi, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Warr Acres, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Valley Center, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Mustang, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Choctaw, OK",77000.0,116000.0,OK
Cox Communications,Full-time,False,United States,a year,"Springdale, AR",77000.0,116000.0,AR
Cox Communications,Full-time,False,United States,a year,"Topeka, KS",77000.0,116000.0,KS
Cox Communications,Full-time,False,United States,a year,"Colwich, KS",77000.0,116000.0,KS
